,acquisition_date,acquisitions
3601,1979-11-11,8
3602,1979-11-12,10
3603,1979-11-13,16
3604,1979-11-14,10
3605,1979-11-15,11
3606,1979-11-16,12
3607,1979-11-17,10
3608,1979-11-18,9
3609,1979-11-19,12
3610,1979-11-20,13
3611,1979-11-21,8
3612,1979-11-22,10
3613,1979-11-23,10
3614,1979-11-24,8
3615,1979-11-25,15
3616,1979-11-26,9
3617,1979-11-27,11
3618,1979-11-28,5
3619,1979-11-29,2
3620,1979-11-30,8
3621,1979-12-01,6
3622,1979-12-02,12
3623,1979-12-03,9
3624,1979-12-04,6
3625,1979-12-05,7
3626,1979-12-06,21
3627,1979-12-07,9
3628,1979-12-08,9
3629,1979-12-09,11
3630,1979-12-10,8
3631,1979-12-11,10
3632,1979-12-12,14
3633,1979-12-13,15
3634,1979-12-14,10
3635,1979-12-15,8
3636,1979-12-16,10
3637,1979-12-17,9
3638,1979-12-18,13
3639,1979-12-19,15
3640,1979-12-20,8
3641,1979-12-21,11
3642,1979-12-22,14
3643,1979-12-23,13
3644,1979-12-24,11
3645,1979-12-25,14
3646,1979-12-26,11
3647,1979-12-27,8
3648,1979-12-28,7
3649,1979-12-29,11
3650,1979-12-30,11
3651,1979-12-31,8
3652,1980-01-01,12
3653,1980-01-02,11
3654,1980-01-03,15
3655,1980-01-04,8
3656,1980-01-05,13
3657,1980-01-06,15
3658,1980-01-07,10
3659,1980-01-08,12
3660,1980-01-09,9
3661,1980-01-10,9
3662,1980-01-11,10
3663,1980-01-12,10
3664,1980-01-13,9
3665,1980-01-14,9
3666,1980-01-15,6
3667,1980-01-16,7
3668,1980-01-17,6
3669,1980-01-18,7
3670,1980-01-19,10
3671,1980-01-20,8
3672,1980-01-21,9
3673,1980-01-22,10
3674,1980-01-23,16
3675,1980-01-24,7
3676,1980-01-25,9
3677,1980-01-26,11
3678,1980-01-27,11
3679,1980-01-28,14
3680,1980-01-29,11
3681,1980-01-30,5
3682,1980-01-31,20
3683,1980-02-01,7
3684,1980-02-02,12
3685,1980-02-03,5
3686,1980-02-04,15
3687,1980-02-05,10
3688,1980-02-06,10
3689,1980-02-07,16
3690,1980-02-08,10
3691,1980-02-09,11
3692,1980-02-10,11
3693,1980-02-11,14
3694,1980-02-12,12
3695,1980-02-13,10
3696,1980-02-14,4
3697,1980-02-15,8
3698,1980-02-16,12
3699,1980-02-17,9
3700,1980-02-18,12
3701,1980-02-19,7
3702,1980-02-20,10
3703,1980-02-21,9
3704,1980-02-22,11
3705,1980-02-23,13
3706,1980-02-24,7
3707,1980-02-25,14
3708,1980-02-26,8
3709,1980-02-27,10
3710,1980-02-28,17
3711,1980-02-29,7
3712,1980-03-01,9
3713,1980-03-02,15
3714,1980-03-03,7
3715,1980-03-04,11
3716,1980-03-05,5
3717,1980-03-06,13
3718,1980-03-07,9
3719,1980-03-08,15
3720,1980-03-09,8
3721,1980-03-10,9
3722,1980-03-11,14
3723,1980-03-12,5
3724,1980-03-13,11
3725,1980-03-14,15
3726,1980-03-15,9
3727,1980-03-16,5
3728,1980-03-17,12
3729,1980-03-18,7
3730,1980-03-19,9
3731,1980-03-20,10
3732,1980-03-21,4
3733,1980-03-22,9
3734,1980-03-23,5
3735,1980-03-24,7
3736,1980-03-25,5
3737,1980-03-26,8
3738,1980-03-27,7
3739,1980-03-28,3
3740,1980-03-29,12
3741,1980-03-30,8
3742,1980-03-31,8
3743,1980-04-01,1
3744,1980-04-02,11
3745,1980-04-03,6
3746,1980-04-04,3
3747,1980-04-05,8
3748,1980-04-06,10
3749,1980-04-07,16
3750,1980-04-08,13
3751,1980-04-09,9
3752,1980-04-10,8
3753,1980-04-11,10
3754,1980-04-12,16
3755,1980-04-13,15
3756,1980-04-14,6
3757,1980-04-15,8
3758,1980-04-16,6
3759,1980-04-17,10
3760,1980-04-18,3
3761,1980-04-19,9
3762,1980-04-20,11
3763,1980-04-21,10
3764,1980-04-22,8
3765,1980-04-23,10
3766,1980-04-24,6
3767,1980-04-25,8
3768,1980-04-26,7
3769,1980-04-27,11
3770,1980-04-28,12
3771,1980-04-29,8
3772,1980-04-30,14
3773,1980-05-01,7
3774,1980-05-02,8
3775,1980-05-03,6
3776,1980-05-04,5
3777,1980-05-05,6
3778,1980-05-06,11
3779,1980-05-07,13
3780,1980-05-08,8
3781,1980-05-09,5
3782,1980-05-10,12
3783,1980-05-11,11
3784,1980-05-12,7
3785,1980-05-13,10
3786,1980-05-14,8
3787,1980-05-15,5
3788,1980-05-16,6
3789,1980-05-17,10
3790,1980-05-18,8
3791,1980-05-19,5
3792,1980-05-20,7
3793,1980-05-21,8
3794,1980-05-22,8
3795,1980-05-23,7
3796,1980-05-24,7
3797,1980-05-25,7
3798,1980-05-26,12
3799,1980-05-27,12
3800,1980-05-28,9
3801,1980-05-29,5
3802,1980-05-30,10
3803,1980-05-31,6
3804,1980-06-01,9
3805,1980-06-02,10
3806,1980-06-03,4
3807,1980-06-04,6
3808,1980-06-05,5
3809,1980-06-06,5
3810,1980-06-07,10
3811,1980-06-08,5
3812,1980-06-09,6
3813,1980-06-10,9
3814,1980-06-11,10
3815,1980-06-12,13
3816,1980-06-13,6
3817,1980-06-14,14
3818,1980-06-15,12
3819,1980-06-16,6
3820,1980-06-17,3
3821,1980-06-18,6
3822,1980-06-19,4
3823,1980-06-20,13
3824,1980-06-21,9
3825,1980-06-22,9
3826,1980-06-23,11
3827,1980-06-24,10
3828,1980-06-25,7
3829,1980-06-26,9
3830,1980-06-27,11
3831,1980-06-28,10
3832,1980-06-29,12
3833,1980-06-30,11
3834,1980-07-01,13
3835,1980-07-02,4
3836,1980-07-03,6
3837,1980-07-04,10
3838,1980-07-05,10
3839,1980-07-06,8
3840,1980-07-07,7
3841,1980-07-08,9
3842,1980-07-09,9
3843,1980-07-10,7
3844,1980-07-11,6
3845,1980-07-12,8
3846,1980-07-13,10
3847,1980-07-14,4
3848,1980-07-15,12
3849,1980-07-16,10
3850,1980-07-17,9
3851,1980-07-18,7
3852,1980-07-19,7
3853,1980-07-20,9
3854,1980-07-21,11
3855,1980-07-22,10
3856,1980-07-23,10
3857,1980-07-24,7
3858,1980-07-25,8
3859,1980-07-26,10
3860,1980-07-27,10
3861,1980-07-28,8
3862,1980-07-29,5
3863,1980-07-30,4
3864,1980-07-31,11
3865,1980-08-01,8
3866,1980-08-02,6
3867,1980-08-03,7
3868,1980-08-04,10
3869,1980-08-05,10
3870,1980-08-06,13
3871,1980-08-07,10
3872,1980-08-08,8
3873,1980-08-09,8
3874,1980-08-10,8
3875,1980-08-11,11
3876,1980-08-12,13
3877,1980-08-13,12
3878,1980-08-14,7
3879,1980-08-15,10
3880,1980-08-16,10
3881,1980-08-17,10
3882,1980-08-18,11
3883,1980-08-19,18
3884,1980-08-20,12
3885,1980-08-21,7
3886,1980-08-22,13
3887,1980-08-23,11
3888,1980-08-24,6
3889,1980-08-25,9
3890,1980-08-26,8
3891,1980-08-27,7
3892,1980-08-28,6
3893,1980-08-29,8
3894,1980-08-30,10
3895,1980-08-31,14
3896,1980-09-01,12
3897,1980-09-02,11
3898,1980-09-03,8
3899,1980-09-04,9
3900,1980-09-05,12
3901,1980-09-06,6
3902,1980-09-07,8
3903,1980-09-08,12
3904,1980-09-09,9
3905,1980-09-10,13
3906,1980-09-11,13
3907,1980-09-12,4
3908,1980-09-13,10
3909,1980-09-14,3
3910,1980-09-15,14
3911,1980-09-16,9
3912,1980-09-17,11
3913,1980-09-18,14
3914,1980-09-19,8
3915,1980-09-20,8
3916,1980-09-21,10
3917,1980-09-22,10
3918,1980-09-23,8
3919,1980-09-24,8
3920,1980-09-25,9
3921,1980-09-26,11
3922,1980-09-27,9
3923,1980-09-28,7
3924,1980-09-29,12
3925,1980-09-30,9
3926,1980-10-01,13
3927,1980-10-02,9
3928,1980-10-03,10
3929,1980-10-04,8
3930,1980-10-05,11
3931,1980-10-06,12
3932,1980-10-07,9
3933,1980-10-08,9
3934,1980-10-09,10
3935,1980-10-10,8
3936,1980-10-11,12
3937,1980-10-12,11
3938,1980-10-13,13
3939,1980-10-14,11
3940,1980-10-15,11
3941,1980-10-16,12
3942,1980-10-17,13
3943,1980-10-18,10
3944,1980-10-19,12
3945,1980-10-20,4
3946,1980-10-21,12
3947,1980-10-22,7
3948,1980-10-23,7
3949,1980-10-24,8
3950,1980-10-25,17
3951,1980-10-26,18
3952,1980-10-27,6
3953,1980-10-28,4
3954,1980-10-29,11
3955,1980-10-30,6
3956,1980-10-31,10
3957,1980-11-01,15
3958,1980-11-02,9
3959,1980-11-03,11
3960,1980-11-04,8
3961,1980-11-05,8
3962,1980-11-06,6
3963,1980-11-07,14
3964,1980-11-08,13
3965,1980-11-09,9
3966,1980-11-10,12
3967,1980-11-11,11
3968,1980-11-12,13
3969,1980-11-13,13
3970,1980-11-14,7
3971,1980-11-15,13
3972,1980-11-16,10
3973,1980-11-17,10
3974,1980-11-18,15
3975,1980-11-19,9
3976,1980-11-20,8
3977,1980-11-21,11
3978,1980-11-22,9
3979,1980-11-23,6
3980,1980-11-24,6
3981,1980-11-25,16
3982,1980-11-26,14
3983,1980-11-27,8
3984,1980-11-28,8
3985,1980-11-29,13
3986,1980-11-30,19
3987,1980-12-01,12
3988,1980-12-02,15
3989,1980-12-03,9
3990,1980-12-04,15
3991,1980-12-05,7
3992,1980-12-06,10
3993,1980-12-07,10
3994,1980-12-08,8
3995,1980-12-09,13
3996,1980-12-10,7
3997,1980-12-11,11
3998,1980-12-12,13
3999,1980-12-13,10
4000,1980-12-14,9
4001,1980-12-15,10
4002,1980-12-16,13
4003,1980-12-17,10
4004,1980-12-18,11
4005,1980-12-19,10
4006,1980-12-20,7
4007,1980-12-21,7
4008,1980-12-22,10
4009,1980-12-23,8
4010,1980-12-24,9
4011,1980-12-25,13
4012,1980-12-26,9
4013,1980-12-27,10
4014,1980-12-28,10
4015,1980-12-29,9
4016,1980-12-30,8
4017,1980-12-31,13
4018,1981-01-01,10
4019,1981-01-02,5
4020,1981-01-03,5
4021,1981-01-04,12
4022,1981-01-05,8
4023,1981-01-06,13
4024,1981-01-07,11
4025,1981-01-08,11
4026,1981-01-09,10
4027,1981-01-10,11
4028,1981-01-11,7
4029,1981-01-12,7
4030,1981-01-13,13
4031,1981-01-14,10
4032,1981-01-15,9
4033,1981-01-16,8
4034,1981-01-17,11
4035,1981-01-18,8
4036,1981-01-19,8
4037,1981-01-20,10
4038,1981-01-21,3
4039,1981-01-22,15
4040,1981-01-23,7
4041,1981-01-24,10
4042,1981-01-25,8
4043,1981-01-26,12
4044,1981-01-27,9
4045,1981-01-28,12
4046,1981-01-29,11
4047,1981-01-30,4
4048,1981-01-31,7
4049,1981-02-01,13
4050,1981-02-02,9
4051,1981-02-03,10
4052,1981-02-04,13
4053,1981-02-05,5
4054,1981-02-06,8
4055,1981-02-07,12
4056,1981-02-08,13
4057,1981-02-09,9
4058,1981-02-10,13
4059,1981-02-11,4
4060,1981-02-12,7
4061,1981-02-13,10
4062,1981-02-14,8
4063,1981-02-15,13
4064,1981-02-16,4
4065,1981-02-17,8
4066,1981-02-18,8
4067,1981-02-19,8
4068,1981-02-20,11
4069,1981-02-21,13
4070,1981-02-22,8
4071,1981-02-23,10
4072,1981-02-24,10
4073,1981-02-25,8
4074,1981-02-26,7
4075,1981-02-27,8
4076,1981-02-28,6
4077,1981-03-01,7
4078,1981-03-02,10
4079,1981-03-03,10
4080,1981-03-04,4
4081,1981-03-05,9
4082,1981-03-06,7
4083,1981-03-07,10
4084,1981-03-08,9
4085,1981-03-09,15
4086,1981-03-10,16
4087,1981-03-11,10
4088,1981-03-12,8
4089,1981-03-13,7
4090,1981-03-14,11
4091,1981-03-15,10
4092,1981-03-16,6
4093,1981-03-17,7
4094,1981-03-18,8
4095,1981-03-19,3
4096,1981-03-20,5
4097,1981-03-21,6
4098,1981-03-22,12
4099,1981-03-23,4
4100,1981-03-24,8
4101,1981-03-25,6
4102,1981-03-26,8
4103,1981-03-27,2
4104,1981-03-28,7
4105,1981-03-29,10
4106,1981-03-30,14
4107,1981-03-31,14
4108,1981-04-01,8
4109,1981-04-02,13
4110,1981-04-03,7
4111,1981-04-04,9
4112,1981-04-05,11
4113,1981-04-06,11
4114,1981-04-07,10
4115,1981-04-08,8
4116,1981-04-09,13
4117,1981-04-10,11
4118,1981-04-11,14
4119,1981-04-12,12
4120,1981-04-13,5
4121,1981-04-14,9
4122,1981-04-15,6
4123,1981-04-16,13
4124,1981-04-17,9
4125,1981-04-18,7
4126,1981-04-19,12
4127,1981-04-20,4
4128,1981-04-21,8
4129,1981-04-22,10
4130,1981-04-23,6
4131,1981-04-24,10
4132,1981-04-25,13
4133,1981-04-26,10
4134,1981-04-27,10
4135,1981-04-28,14
4136,1981-04-29,7
4137,1981-04-30,7
4138,1981-05-01,8
4139,1981-05-02,9
4140,1981-05-03,9
4141,1981-05-04,5
4142,1981-05-05,5
4143,1981-05-06,4
4144,1981-05-07,11
4145,1981-05-08,9
4146,1981-05-09,8
4147,1981-05-10,12
4148,1981-05-11,13
4149,1981-05-12,14
4150,1981-05-13,7
4151,1981-05-14,6
4152,1981-05-15,13
4153,1981-05-16,7
4154,1981-05-17,8
4155,1981-05-18,7
4156,1981-05-19,8
4157,1981-05-20,5
4158,1981-05-21,15
4159,1981-05-22,12
4160,1981-05-23,13
4161,1981-05-24,11
4162,1981-05-25,12
4163,1981-05-26,13
4164,1981-05-27,13
4165,1981-05-28,7
4166,1981-05-29,9
4167,1981-05-30,17
4168,1981-05-31,13
4169,1981-06-01,15
4170,1981-06-02,7
4171,1981-06-03,12
4172,1981-06-04,6
4173,1981-06-05,12
4174,1981-06-06,9
4175,1981-06-07,13
4176,1981-06-08,11
4177,1981-06-09,10
4178,1981-06-10,6
4179,1981-06-11,8
4180,1981-06-12,4
4181,1981-06-13,11
4182,1981-06-14,9
4183,1981-06-15,8
4184,1981-06-16,13
4185,1981-06-17,5
4186,1981-06-18,10
4187,1981-06-19,5
4188,1981-06-20,6
4189,1981-06-21,6
4190,1981-06-22,8
4191,1981-06-23,3
4192,1981-06-24,6
4193,1981-06-25,11
4194,1981-06-26,10
4195,1981-06-27,12
4196,1981-06-28,9
4197,1981-06-29,10
4198,1981-06-30,9
4199,1981-07-01,4
4200,1981-07-02,7
4201,1981-07-03,5
4202,1981-07-04,9
4203,1981-07-05,8
4204,1981-07-06,9
4205,1981-07-07,10
4206,1981-07-08,11
4207,1981-07-09,11
4208,1981-07-10,6
4209,1981-07-11,9
4210,1981-07-12,10
4211,1981-07-13,10
4212,1981-07-14,12
4213,1981-07-15,7
4214,1981-07-16,7
4215,1981-07-17,10
4216,1981-07-18,12
4217,1981-07-19,20
4218,1981-07-20,9
4219,1981-07-21,12
4220,1981-07-22,6
4221,1981-07-23,9
4222,1981-07-24,6
4223,1981-07-25,5
4224,1981-07-26,5
4225,1981-07-27,12
4226,1981-07-28,8
4227,1981-07-29,15
4228,1981-07-30,21
4229,1981-07-31,11
4230,1981-08-01,14
4231,1981-08-02,15
4232,1981-08-03,9
4233,1981-08-04,13
4234,1981-08-05,7
4235,1981-08-06,8
4236,1981-08-07,9
4237,1981-08-08,7
4238,1981-08-09,14
4239,1981-08-10,9
4240,1981-08-11,12
4241,1981-08-12,8
4242,1981-08-13,7
4243,1981-08-14,13
4244,1981-08-15,6
4245,1981-08-16,6
4246,1981-08-17,12
4247,1981-08-18,11
4248,1981-08-19,9
4249,1981-08-20,13
4250,1981-08-21,10
4251,1981-08-22,19
4252,1981-08-23,8
4253,1981-08-24,8
4254,1981-08-25,12
4255,1981-08-26,8
4256,1981-08-27,12
4257,1981-08-28,4
4258,1981-08-29,11
4259,1981-08-30,8
4260,1981-08-31,7
4261,1981-09-01,8
4262,1981-09-02,6
4263,1981-09-03,12
4264,1981-09-04,15
4265,1981-09-05,10
4266,1981-09-06,13
4267,1981-09-07,12
4268,1981-09-08,5
4269,1981-09-09,6
4270,1981-09-10,8
4271,1981-09-11,10
4272,1981-09-12,7
4273,1981-09-13,14
4274,1981-09-14,4
4275,1981-09-15,18
4276,1981-09-16,8
4277,1981-09-17,10
4278,1981-09-18,12
4279,1981-09-19,8
4280,1981-09-20,8
4281,1981-09-21,5
4282,1981-09-22,15
4283,1981-09-23,9
4284,1981-09-24,12
4285,1981-09-25,8
4286,1981-09-26,7
4287,1981-09-27,12
4288,1981-09-28,17
4289,1981-09-29,11
4290,1981-09-30,12
4291,1981-10-01,8
4292,1981-10-02,11
4293,1981-10-03,7
4294,1981-10-04,5
4295,1981-10-05,6
4296,1981-10-06,6
4297,1981-10-07,7
4298,1981-10-08,12
4299,1981-10-09,10
4300,1981-10-10,10
4301,1981-10-11,14
4302,1981-10-12,10
4303,1981-10-13,13
4304,1981-10-14,14
4305,1981-10-15,13
4306,1981-10-16,7
4307,1981-10-17,10
4308,1981-10-18,11
4309,1981-10-19,10
4310,1981-10-20,9
4311,1981-10-21,7
4312,1981-10-22,6
4313,1981-10-23,12
4314,1981-10-24,6
4315,1981-10-25,14
4316,1981-10-26,8
4317,1981-10-27,8
4318,1981-10-28,6
4319,1981-10-29,12
4320,1981-10-30,5
4321,1981-10-31,6
4322,1981-11-01,10
4323,1981-11-02,8
4324,1981-11-03,7
4325,1981-11-04,9
4326,1981-11-05,15
4327,1981-11-06,8
4328,1981-11-07,8
4329,1981-11-08,11
4330,1981-11-09,10
4331,1981-11-10,6
4332,1981-11-11,11
4333,1981-11-12,15
4334,1981-11-13,9
4335,1981-11-14,7
4336,1981-11-15,9
4337,1981-11-16,4
4338,1981-11-17,7
4339,1981-11-18,8
4340,1981-11-19,10
4341,1981-11-20,8
4342,1981-11-21,8
4343,1981-11-22,10
4344,1981-11-23,7
4345,1981-11-24,11
4346,1981-11-25,10
4347,1981-11-26,12
4348,1981-11-27,6
4349,1981-11-28,11
4350,1981-11-29,3
4351,1981-11-30,16
4352,1981-12-01,10
4353,1981-12-02,7
4354,1981-12-03,12
4355,1981-12-04,12
4356,1981-12-05,15
4357,1981-12-06,14
4358,1981-12-07,6
4359,1981-12-08,9
4360,1981-12-09,5
4361,1981-12-10,10
4362,1981-12-11,6
4363,1981-12-12,3
4364,1981-12-13,12
4365,1981-12-14,8
4366,1981-12-15,11
4367,1981-12-16,7
4368,1981-12-17,7
4369,1981-12-18,10
4370,1981-12-19,13
4371,1981-12-20,13
4372,1981-12-21,7
4373,1981-12-22,7
4374,1981-12-23,7
4375,1981-12-24,11
4376,1981-12-25,7
4377,1981-12-26,6
4378,1981-12-27,9
4379,1981-12-28,9
4380,1981-12-29,15
4381,1981-12-30,2
4382,1981-12-31,10
4383,1982-01-01,7
4384,1982-01-02,17
4385,1982-01-03,10
4386,1982-01-04,10
4387,1982-01-05,8
4388,1982-01-06,6
4389,1982-01-07,8
4390,1982-01-08,9
4391,1982-01-09,8
4392,1982-01-10,10
4393,1982-01-11,5
4394,1982-01-12,6
4395,1982-01-13,12
4396,1982-01-14,7
4397,1982-01-15,14
4398,1982-01-16,5
4399,1982-01-17,6
4400,1982-01-18,6
4401,1982-01-19,10
4402,1982-01-20,7
4403,1982-01-21,11
4404,1982-01-22,2
4405,1982-01-23,11
4406,1982-01-24,11
4407,1982-01-25,16
4408,1982-01-26,5
4409,1982-01-27,9
4410,1982-01-28,9
4411,1982-01-29,5
4412,1982-01-30,13
4413,1982-01-31,10
4414,1982-02-01,9
4415,1982-02-02,8
4416,1982-02-03,12
4417,1982-02-04,14
4418,1982-02-05,12
4419,1982-02-06,7
4420,1982-02-07,6
4421,1982-02-08,7
4422,1982-02-09,5
4423,1982-02-10,13
4424,1982-02-11,8
4425,1982-02-12,13
4426,1982-02-13,8
4427,1982-02-14,8
4428,1982-02-15,13
4429,1982-02-16,7
4430,1982-02-17,16
4431,1982-02-18,12
4432,1982-02-19,8
4433,1982-02-20,10
4434,1982-02-21,8
4435,1982-02-22,9
4436,1982-02-23,11
4437,1982-02-24,7
4438,1982-02-25,11
4439,1982-02-26,11
4440,1982-02-27,5
4441,1982-02-28,5
4442,1982-03-01,12
4443,1982-03-02,6
4444,1982-03-03,12
4445,1982-03-04,8
4446,1982-03-05,6
4447,1982-03-06,11
4448,1982-03-07,10
4449,1982-03-08,17
4450,1982-03-09,11
4451,1982-03-10,6
4452,1982-03-11,13
4453,1982-03-12,8
4454,1982-03-13,12
4455,1982-03-14,13
4456,1982-03-15,10
4457,1982-03-16,8
4458,1982-03-17,13
4459,1982-03-18,8
4460,1982-03-19,10
4461,1982-03-20,10
4462,1982-03-21,13
4463,1982-03-22,11
4464,1982-03-23,10
4465,1982-03-24,14
4466,1982-03-25,8
4467,1982-03-26,10
4468,1982-03-27,8
4469,1982-03-28,16
4470,1982-03-29,12
4471,1982-03-30,15
4472,1982-03-31,8
4473,1982-04-01,10
4474,1982-04-02,17
4475,1982-04-03,8
4476,1982-04-04,8
4477,1982-04-05,10
4478,1982-04-06,5
4479,1982-04-07,12
4480,1982-04-08,8
4481,1982-04-09,8
4482,1982-04-10,12
4483,1982-04-11,10
4484,1982-04-12,11
4485,1982-04-13,6
4486,1982-04-14,11
4487,1982-04-15,5
4488,1982-04-16,10
4489,1982-04-17,10
4490,1982-04-18,12
4491,1982-04-19,4
4492,1982-04-20,6
4493,1982-04-21,6
4494,1982-04-22,12
4495,1982-04-23,13
4496,1982-04-24,11
4497,1982-04-25,8
4498,1982-04-26,8
4499,1982-04-27,7
4500,1982-04-28,11
4501,1982-04-29,11
4502,1982-04-30,9
4503,1982-05-01,11
4504,1982-05-02,10
4505,1982-05-03,11
4506,1982-05-04,10
4507,1982-05-05,8
4508,1982-05-06,11
4509,1982-05-07,12
4510,1982-05-08,11
4511,1982-05-09,6
4512,1982-05-10,5
4513,1982-05-11,10
4514,1982-05-12,10
4515,1982-05-13,8
4516,1982-05-14,8
4517,1982-05-15,11
4518,1982-05-16,4
4519,1982-05-17,14
4520,1982-05-18,8
4521,1982-05-19,7
4522,1982-05-20,12
4523,1982-05-21,12
4524,1982-05-22,15
4525,1982-05-23,11
4526,1982-05-24,3
4527,1982-05-25,8
4528,1982-05-26,8
4529,1982-05-27,18
4530,1982-05-28,9
4531,1982-05-29,8
4532,1982-05-30,9
4533,1982-05-31,4
4534,1982-06-01,13
4535,1982-06-02,13
4536,1982-06-03,11
4537,1982-06-04,10
4538,1982-06-05,9
4539,1982-06-06,6
4540,1982-06-07,8
4541,1982-06-08,5
4542,1982-06-09,10
4543,1982-06-10,10
4544,1982-06-11,6
4545,1982-06-12,7
4546,1982-06-13,9
4547,1982-06-14,12
4548,1982-06-15,6
4549,1982-06-16,12
4550,1982-06-17,4
4551,1982-06-18,8
4552,1982-06-19,9
4553,1982-06-20,12
4554,1982-06-21,6
4555,1982-06-22,8
4556,1982-06-23,9
4557,1982-06-24,5
4558,1982-06-25,8
4559,1982-06-26,18
4560,1982-06-27,11
4561,1982-06-28,11
4562,1982-06-29,4
4563,1982-06-30,8
4564,1982-07-01,16
4565,1982-07-02,9
4566,1982-07-03,14
4567,1982-07-04,9
4568,1982-07-05,5
4569,1982-07-06,13
4570,1982-07-07,5
4571,1982-07-08,7
4572,1982-07-09,5
4573,1982-07-10,14
4574,1982-07-11,8
4575,1982-07-12,5
4576,1982-07-13,5
4577,1982-07-14,10
4578,1982-07-15,5
4579,1982-07-16,9
4580,1982-07-17,5
4581,1982-07-18,13
4582,1982-07-19,6
4583,1982-07-20,10
4584,1982-07-21,7
4585,1982-07-22,10
4586,1982-07-23,8
4587,1982-07-24,9
4588,1982-07-25,12
4589,1982-07-26,10
4590,1982-07-27,12
4591,1982-07-28,11
4592,1982-07-29,8
4593,1982-07-30,16
4594,1982-07-31,9
4595,1982-08-01,8
4596,1982-08-02,7
4597,1982-08-03,10
4598,1982-08-04,9
4599,1982-08-05,3
4600,1982-08-06,8
4601,1982-08-07,10
4602,1982-08-08,8
4603,1982-08-09,9
4604,1982-08-10,7
4605,1982-08-11,8
4606,1982-08-12,9
4607,1982-08-13,16
4608,1982-08-14,11
4609,1982-08-15,11
4610,1982-08-16,4
4611,1982-08-17,8
4612,1982-08-18,11
4613,1982-08-19,11
4614,1982-08-20,7
4615,1982-08-21,4
4616,1982-08-22,8
4617,1982-08-23,3
4618,1982-08-24,15
4619,1982-08-25,11
4620,1982-08-26,6
4621,1982-08-27,18
4622,1982-08-28,15
4623,1982-08-29,9
4624,1982-08-30,10
4625,1982-08-31,6
4626,1982-09-01,18
4627,1982-09-02,14
4628,1982-09-03,7
4629,1982-09-04,13
4630,1982-09-05,15
4631,1982-09-06,9
4632,1982-09-07,6
4633,1982-09-08,10
4634,1982-09-09,9
4635,1982-09-10,9
4636,1982-09-11,14
4637,1982-09-12,5
4638,1982-09-13,6
4639,1982-09-14,8
4640,1982-09-15,7
4641,1982-09-16,11
4642,1982-09-17,14
4643,1982-09-18,8
4644,1982-09-19,7
4645,1982-09-20,9
4646,1982-09-21,13
4647,1982-09-22,10
4648,1982-09-23,9
4649,1982-09-24,10
4650,1982-09-25,6
4651,1982-09-26,7
4652,1982-09-27,8
4653,1982-09-28,8
4654,1982-09-29,10
4655,1982-09-30,9
4656,1982-10-01,8
4657,1982-10-02,10
4658,1982-10-03,9
4659,1982-10-04,11
4660,1982-10-05,12
4661,1982-10-06,4
4662,1982-10-07,10
4663,1982-10-08,7
4664,1982-10-09,8
4665,1982-10-10,11
4666,1982-10-11,11
4667,1982-10-12,6
4668,1982-10-13,11
4669,1982-10-14,6
4670,1982-10-15,15
4671,1982-10-16,8
4672,1982-10-17,10
4673,1982-10-18,7
4674,1982-10-19,4
4675,1982-10-20,11
4676,1982-10-21,7
4677,1982-10-22,5
4678,1982-10-23,9
4679,1982-10-24,19
4680,1982-10-25,8
4681,1982-10-26,9
4682,1982-10-27,15
4683,1982-10-28,11
4684,1982-10-29,8
4685,1982-10-30,6
4686,1982-10-31,13
4687,1982-11-01,7
4688,1982-11-02,9
4689,1982-11-03,10
4690,1982-11-04,6
4691,1982-11-05,8
4692,1982-11-06,7
4693,1982-11-07,13
4694,1982-11-08,8
4695,1982-11-09,11
4696,1982-11-10,6
4697,1982-11-11,8
4698,1982-11-12,9
4699,1982-11-13,9
4700,1982-11-14,5
4701,1982-11-15,11
4702,1982-11-16,10
4703,1982-11-17,9
4704,1982-11-18,9
4705,1982-11-19,11
4706,1982-11-20,6
4707,1982-11-21,5
4708,1982-11-22,14
4709,1982-11-23,6
4710,1982-11-24,6
4711,1982-11-25,7
4712,1982-11-26,9
4713,1982-11-27,8
4714,1982-11-28,7
4715,1982-11-29,14
4716,1982-11-30,9
4717,1982-12-01,12
4718,1982-12-02,5
4719,1982-12-03,11
4720,1982-12-04,12
4721,1982-12-05,14
4722,1982-12-06,12
4723,1982-12-07,14
4724,1982-12-08,13
4725,1982-12-09,10
4726,1982-12-10,14
4727,1982-12-11,6
4728,1982-12-12,6
4729,1982-12-13,9
4730,1982-12-14,9
4731,1982-12-15,4
4732,1982-12-16,9
4733,1982-12-17,8
4734,1982-12-18,8
4735,1982-12-19,6
4736,1982-12-20,3
4737,1982-12-21,7
4738,1982-12-22,13
4739,1982-12-23,12
4740,1982-12-24,11
4741,1982-12-25,8
4742,1982-12-26,9
4743,1982-12-27,10
4744,1982-12-28,7
4745,1982-12-29,15
4746,1982-12-30,11
4747,1982-12-31,12
4748,1983-01-01,17
4749,1983-01-02,11
4750,1983-01-03,8
4751,1983-01-04,6
4752,1983-01-05,9
4753,1983-01-06,19
4754,1983-01-07,7
4755,1983-01-08,11
4756,1983-01-09,9
4757,1983-01-10,8
4758,1983-01-11,12
4759,1983-01-12,9
4760,1983-01-13,5
4761,1983-01-14,12
4762,1983-01-15,6
4763,1983-01-16,9
4764,1983-01-17,11
4765,1983-01-18,11
